                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.72677,                0.36871,                0.83449,                0.95964,                0.94685,                 0.9667,                0.62378,                  1.346,                0.52164,                 1.0439,                0.00472,                0.00472,                0.00472
                    162,                0.72562,                 0.3683,                0.83718,                 0.9603,                0.94717,                0.96613,                 0.6227,                 1.3444,                0.52115,                 1.0433,               0.004687,               0.004687,               0.004687
                    163,                0.71588,                0.36407,                 0.8351,                0.96024,                0.94584,                0.96624,                0.62332,                 1.3441,                0.52188,                 1.0434,               0.004654,               0.004654,               0.004654
                    164,                0.71202,                0.35799,                0.83283,                0.96023,                0.94562,                0.96624,                0.62337,                 1.3437,                0.52089,                 1.0437,               0.004621,               0.004621,               0.004621
                    165,                0.70985,                0.35907,                0.83409,                0.96045,                0.94545,                 0.9663,                0.62346,                 1.3436,                0.52168,                 1.0436,               0.004588,               0.004588,               0.004588
                    166,                0.71576,                0.36005,                0.83368,                0.96164,                0.94675,                0.96617,                0.62359,                 1.3429,                0.52218,                 1.0435,               0.004555,               0.004555,               0.004555
                    167,                0.70337,                 0.3569,                 0.8301,                0.96149,                0.94685,                0.96626,                0.62442,                 1.3437,                0.52173,                 1.0438,               0.004522,               0.004522,               0.004522
                    168,                0.70504,                0.35766,                0.83175,                0.96163,                0.94649,                0.96702,                0.62467,                 1.3423,                 0.5214,                 1.0436,               0.004489,               0.004489,               0.004489
                    169,                0.71581,                0.35942,                0.83604,                 0.9613,                0.94685,                0.96704,                 0.6243,                 1.3429,                0.52304,                 1.0436,               0.004456,               0.004456,               0.004456
                    170,                0.70474,                0.35582,                0.83257,                0.96298,                0.94825,                0.96862,                0.62591,                 1.3425,                0.52234,                 1.0437,               0.004423,               0.004423,               0.004423
                    171,                 0.7149,                0.35861,                0.83567,                0.96304,                0.94749,                 0.9685,                0.62499,                 1.3413,                0.52164,                 1.0435,                0.00439,                0.00439,                0.00439
                    172,                0.69942,                0.35836,                0.83309,                0.96241,                0.94685,                0.96853,                0.62525,                 1.3407,                0.52196,                 1.0433,               0.004357,               0.004357,               0.004357
                    173,                0.69916,                0.35361,                0.83344,                0.96263,                0.94685,                0.96854,                0.62518,                 1.3408,                0.52336,                 1.0436,               0.004324,               0.004324,               0.004324
                    174,                0.70035,                0.35558,                0.83171,                0.96248,                0.94685,                0.96851,                0.62598,                 1.3393,                0.52278,                 1.0435,               0.004291,               0.004291,               0.004291
                    175,                0.69852,                 0.3553,                0.83087,                0.96302,                0.94685,                0.96856,                0.62604,                 1.3395,                0.52204,                 1.0435,               0.004258,               0.004258,               0.004258
                    176,                0.70158,                0.35296,                0.83076,                0.96299,                0.94617,                0.96855,                0.62668,                 1.3389,                0.52169,                 1.0433,               0.004225,               0.004225,               0.004225
                    177,                0.70203,                0.35564,                0.83064,                 0.9623,                0.94545,                 0.9686,                0.62693,                 1.3395,                0.52146,                 1.0435,               0.004192,               0.004192,               0.004192
                    178,                0.69453,                0.35108,                0.82908,                0.96186,                0.94545,                0.96862,                0.62678,                 1.3396,                 0.5221,                 1.0439,               0.004159,               0.004159,               0.004159
                    179,                 0.6943,                0.35493,                0.82925,                0.96193,                0.94545,                0.96864,                0.62667,                 1.3383,                0.52232,                 1.0442,               0.004126,               0.004126,               0.004126
                    180,                0.68706,                0.34936,                 0.8292,                0.96213,                0.94545,                0.96878,                0.62778,                 1.3386,                0.52234,                 1.0446,               0.004093,               0.004093,               0.004093
                    181,                0.69194,                0.34725,                0.82993,                0.96186,                0.94545,                0.96869,                0.62713,                 1.3388,                0.52338,                 1.0447,                0.00406,                0.00406,                0.00406
                    182,                0.68837,                0.35038,                0.82811,                0.96172,                0.94545,                0.96875,                0.62826,                 1.3382,                0.52299,                 1.0445,               0.004027,               0.004027,               0.004027
                    183,                0.68145,                 0.3483,                0.82798,                 0.9616,                0.94571,                0.96875,                0.62819,                 1.3388,                0.52447,                 1.0449,               0.003994,               0.003994,               0.003994
                    184,                0.67523,                0.34323,                0.82613,                0.96163,                0.94634,                0.96878,                0.62803,                  1.339,                 0.5259,                 1.0452,               0.003961,               0.003961,               0.003961
                    185,                0.67301,                 0.3463,                 0.8259,                0.96429,                0.94424,                0.97019,                0.62875,                 1.3387,                0.52597,                 1.0453,               0.003928,               0.003928,               0.003928
                    186,                 0.6674,                0.33905,                0.82433,                0.96484,                0.94406,                0.97031,                0.62967,                 1.3395,                0.52513,                 1.0455,               0.003895,               0.003895,               0.003895
                    187,                0.66905,                0.34196,                0.82572,                 0.9657,                0.94497,                0.97032,                0.62952,                 1.3385,                0.52581,                 1.0452,               0.003862,               0.003862,               0.003862
                    188,                0.66732,                 0.3394,                0.82422,                 0.9657,                0.94518,                0.97042,                0.63027,                  1.338,                0.52571,                 1.0452,               0.003829,               0.003829,               0.003829
                    189,                0.66806,                0.34098,                0.82582,                0.96432,                0.94511,                 0.9705,                0.63033,                 1.3378,                0.52532,                 1.0453,               0.003796,               0.003796,               0.003796
                    190,                0.66645,                  0.343,                0.82669,                0.96475,                0.94406,                0.97045,                0.63126,                 1.3383,                0.52651,                 1.0455,               0.003763,               0.003763,               0.003763
                    191,                0.65956,                 0.3389,                0.82731,                0.96429,                 0.9441,                0.97048,                0.63271,                 1.3379,                0.52622,                 1.0456,                0.00373,                0.00373,                0.00373
                    192,                0.66262,                0.33667,                0.82563,                0.96458,                0.94406,                0.97051,                0.63215,                 1.3383,                0.52603,                 1.0454,               0.003697,               0.003697,               0.003697
                    193,                0.66272,                0.34115,                0.82683,                0.96297,                0.94575,                0.97057,                0.63186,                 1.3386,                0.52827,                 1.0454,               0.003664,               0.003664,               0.003664
                    194,                0.66098,                0.33884,                0.82514,                  0.963,                 0.9464,                 0.9706,                0.63132,                 1.3381,                0.52969,                 1.0458,               0.003631,               0.003631,               0.003631
                    195,                0.65551,                0.33485,                0.82655,                0.96301,                0.94659,                0.97065,                0.63145,                 1.3376,                0.52811,                 1.0455,               0.003598,               0.003598,               0.003598
                    196,                0.65741,                0.33542,                 0.8246,                0.96292,                0.94685,                0.97071,                0.63125,                 1.3366,                0.52509,                 1.0456,               0.003565,               0.003565,               0.003565
                    197,                0.65361,                0.33403,                0.82607,                0.96296,                0.94549,                0.97069,                0.63141,                 1.3372,                0.52557,                 1.0455,               0.003532,               0.003532,               0.003532
                    198,                0.64912,                0.33555,                0.82471,                0.96156,                0.94462,                0.96913,                0.63103,                 1.3374,                0.52495,                 1.0451,               0.003499,               0.003499,               0.003499
                    199,                0.65116,                0.33189,                0.82202,                0.96299,                0.94606,                0.97069,                0.63209,                 1.3367,                0.52705,                 1.0453,               0.003466,               0.003466,               0.003466
                    200,                0.64686,                0.33355,                0.82234,                0.96299,                0.94621,                0.97075,                0.63229,                 1.3372,                0.52549,                 1.0455,               0.003433,               0.003433,               0.003433
                    201,                0.64414,                0.33227,                0.82163,                0.96446,                0.94545,                0.97081,                0.63408,                 1.3358,                0.52557,                 1.0457,                 0.0034,                 0.0034,                 0.0034
                    202,                0.63857,                 0.3298,                0.81874,                0.96399,                0.94545,                0.97085,                0.63426,                 1.3369,                0.52522,                 1.0457,               0.003367,               0.003367,               0.003367
                    203,                0.63522,                0.32635,                0.81959,                0.96582,                0.94545,                0.97087,                0.63553,                 1.3378,                0.52543,                 1.0459,               0.003334,               0.003334,               0.003334
                    204,                0.64286,                0.33189,                0.81887,                0.96605,                0.94545,                0.97086,                0.63567,                 1.3371,                0.52434,                 1.0459,               0.003301,               0.003301,               0.003301
                    205,                0.63122,                 0.3242,                 0.8198,                0.96542,                0.94685,                0.97057,                 0.6365,                  1.337,                0.52449,                  1.046,               0.003268,               0.003268,               0.003268
                    206,                0.62696,                0.32797,                0.82171,                0.96479,                0.94685,                0.97061,                0.63543,                 1.3362,                0.52469,                 1.0458,               0.003235,               0.003235,               0.003235
                    207,                0.62847,                0.32406,                0.82271,                 0.9644,                0.94708,                0.97069,                0.63524,                 1.3359,                0.52269,                 1.0455,               0.003202,               0.003202,               0.003202
                    208,                0.63452,                0.32635,                0.82371,                0.96442,                0.94777,                0.97074,                0.63519,                 1.3357,                0.52269,                 1.0458,               0.003169,               0.003169,               0.003169
                    209,                0.62295,                0.32247,                0.82012,                0.96427,                0.94825,                0.97086,                0.63553,                  1.336,                0.52269,                 1.0463,               0.003136,               0.003136,               0.003136
                    210,                 0.6214,                0.32449,                0.82272,                0.96434,                0.94825,                0.97088,                0.63501,                 1.3357,                0.52282,                 1.0466,               0.003103,               0.003103,               0.003103
                    211,                 0.6219,                0.32164,                0.81692,                0.96442,                0.94825,                0.96963,                0.63561,                 1.3367,                 0.5227,                 1.0469,                0.00307,                0.00307,                0.00307
                    212,                0.61637,                0.32017,                0.81752,                0.96461,                0.94825,                0.96961,                0.63538,                 1.3364,                0.52271,                 1.0471,               0.003037,               0.003037,               0.003037
                    213,                0.61354,                0.31926,                0.81774,                 0.9658,                0.94794,                0.96973,                0.63618,                 1.3359,                0.52328,                 1.0472,               0.003004,               0.003004,               0.003004
                    214,                 0.6093,                 0.3164,                 0.8166,                0.96578,                0.94734,                0.96975,                0.63621,                 1.3357,                0.52366,                 1.0476,               0.002971,               0.002971,               0.002971
                    215,                0.61507,                0.31865,                0.82369,                 0.9655,                0.94685,                0.96979,                0.63746,                 1.3361,                0.52435,                 1.0474,               0.002938,               0.002938,               0.002938
                    216,                0.61256,                0.31808,                0.81752,                 0.9649,                0.94545,                0.96986,                0.63656,                 1.3356,                  0.523,                 1.0476,               0.002905,               0.002905,               0.002905
                    217,                0.61213,                0.31803,                0.81474,                0.96498,                0.94545,                0.96921,                0.63743,                 1.3339,                0.52403,                 1.0477,               0.002872,               0.002872,               0.002872
                    218,                0.60142,                0.31287,                0.81479,                0.96512,                0.94545,                0.96916,                 0.6377,                 1.3342,                0.52374,                 1.0484,               0.002839,               0.002839,               0.002839
                    219,                0.60778,                0.31459,                0.81662,                0.96522,                0.94545,                0.96923,                0.63808,                 1.3338,                0.52383,                  1.049,               0.002806,               0.002806,               0.002806
                    220,                0.60837,                0.31684,                0.81707,                0.96515,                0.94545,                0.96924,                0.63762,                 1.3344,                0.52398,                 1.0493,               0.002773,               0.002773,               0.002773
                    221,                0.59334,                0.30979,                0.81316,                0.96518,                0.94545,                0.96932,                0.63772,                 1.3343,                0.52497,                 1.0496,                0.00274,                0.00274,                0.00274
                    222,                0.60083,                0.30992,                0.81588,                0.96549,                0.94545,                0.96936,                0.63822,                 1.3339,                0.52397,                 1.0494,               0.002707,               0.002707,               0.002707
                    223,                 0.5981,                0.30958,                0.81512,                0.96551,                0.94545,                0.96935,                0.63837,                 1.3331,                0.52363,                 1.0492,               0.002674,               0.002674,               0.002674
                    224,                0.59884,                0.31172,                0.81455,                0.96554,                0.94545,                0.96942,                0.63899,                 1.3322,                0.52252,                 1.0489,               0.002641,               0.002641,               0.002641
                    225,                0.58833,                0.30749,                0.81154,                0.96585,                0.94545,                0.96941,                0.63911,                 1.3327,                0.52297,                 1.0489,               0.002608,               0.002608,               0.002608
                    226,                0.58943,                0.30674,                0.81523,                 0.9661,                0.94545,                0.96946,                0.63886,                 1.3324,                0.52561,                 1.0489,               0.002575,               0.002575,               0.002575
                    227,                0.58895,                0.30447,                 0.8127,                0.96634,                0.94545,                0.96943,                0.63935,                 1.3321,                0.52374,                 1.0486,               0.002542,               0.002542,               0.002542
                    228,                0.59348,                0.30866,                 0.8172,                0.96772,                0.94545,                0.96947,                0.63953,                 1.3322,                0.52326,                 1.0486,               0.002509,               0.002509,               0.002509
                    229,                0.58691,                0.30558,                0.81453,                 0.9694,                0.94685,                0.97056,                0.63913,                 1.3326,                0.52449,                 1.0486,               0.002476,               0.002476,               0.002476
                    230,                0.58384,                  0.305,                0.81494,                0.96975,                0.94685,                0.96983,                0.63903,                 1.3312,                 0.5259,                 1.0489,               0.002443,               0.002443,               0.002443
                    231,                0.57693,                0.30317,                0.81547,                0.96991,                0.94664,                0.96985,                0.63887,                 1.3317,                0.52631,                  1.049,                0.00241,                0.00241,                0.00241
                    232,                0.57788,                0.30151,                0.81352,                0.96989,                0.94606,                0.96988,                0.63932,                 1.3318,                0.52612,                 1.0491,               0.002377,               0.002377,               0.002377
                    233,                0.57437,                0.29958,                0.81251,                0.96986,                0.94526,                0.96985,                 0.6384,                 1.3325,                0.52698,                 1.0494,               0.002344,               0.002344,               0.002344
                    234,                0.57078,                0.29859,                0.81147,                0.97129,                0.94639,                0.97116,                0.63875,                 1.3313,                0.52651,                 1.0491,               0.002311,               0.002311,               0.002311
                    235,                0.57251,                0.29861,                0.81151,                0.97129,                0.94617,                0.97106,                0.63951,                 1.3315,                0.52772,                 1.0492,               0.002278,               0.002278,               0.002278
                    236,                0.56878,                0.29779,                0.81162,                0.97128,                0.94611,                0.97047,                0.63966,                 1.3321,                 0.5281,                 1.0493,               0.002245,               0.002245,               0.002245
                    237,                 0.5634,                0.29593,                0.81162,                0.97128,                0.94593,                0.97054,                0.63899,                 1.3313,                0.52958,                  1.049,               0.002212,               0.002212,               0.002212
                    238,                0.56075,                0.29275,                0.80819,                0.97094,                0.94545,                0.97059,                0.64069,                 1.3303,                0.52975,                 1.0493,               0.002179,               0.002179,               0.002179
                    239,                0.56062,                0.29389,                0.80901,                0.97094,                0.94545,                0.97064,                0.63988,                 1.3306,                0.52932,                 1.0497,               0.002146,               0.002146,               0.002146
                    240,                 0.5552,                0.29037,                0.80917,                0.96957,                0.94406,                0.96976,                0.63992,                   1.33,                0.52971,                 1.0497,               0.002113,               0.002113,               0.002113
                    241,                0.56166,                0.29149,                0.81114,                0.96959,                0.94406,                0.96974,                0.64063,                 1.3301,                0.52999,                 1.0498,                0.00208,                0.00208,                0.00208
                    242,                0.54569,                0.29012,                0.80917,                0.96928,                0.94406,                0.96964,                0.63995,                 1.3291,                0.53038,                 1.0498,               0.002047,               0.002047,               0.002047
                    243,                 0.5493,                0.28912,                 0.8066,                0.96844,                0.94406,                0.96964,                0.64047,                 1.3305,                0.53251,                 1.0508,               0.002014,               0.002014,               0.002014
                    244,                0.54331,                0.28603,                0.80698,                0.96633,                0.94406,                0.96968,                0.63975,                 1.3298,                0.53322,                 1.0509,               0.001981,               0.001981,               0.001981
                    245,                0.54402,                0.28607,                0.80538,                0.96849,                0.94266,                0.96962,                0.63942,                 1.3297,                0.53308,                  1.051,               0.001948,               0.001948,               0.001948
                    246,                0.53587,                0.28158,                0.80702,                 0.9678,                0.94266,                0.96975,                0.64019,                 1.3295,                 0.5326,                 1.0513,               0.001915,               0.001915,               0.001915
                    247,                0.55015,                0.28978,                0.81046,                 0.9674,                0.94266,                0.96971,                0.64081,                 1.3293,                0.53262,                 1.0513,               0.001882,               0.001882,               0.001882
                    248,                0.53729,                 0.2839,                0.80382,                0.96881,                0.94406,                0.97068,                0.64118,                 1.3287,                0.53233,                  1.051,               0.001849,               0.001849,               0.001849
                    249,                0.53809,                0.28256,                0.80477,                0.96813,                0.94266,                0.96996,                0.64159,                 1.3284,                0.53373,                 1.0513,               0.001816,               0.001816,               0.001816
                    250,                0.53891,                0.28165,                0.80484,                0.96953,                0.94406,                0.97082,                0.64107,                 1.3281,                0.53407,                 1.0516,               0.001783,               0.001783,               0.001783
                    251,                0.52954,                0.27887,                0.80476,                0.96816,                0.94266,                0.96997,                0.64149,                 1.3282,                  0.535,                 1.0519,                0.00175,                0.00175,                0.00175
                    252,                0.52937,                0.28245,                0.80661,                0.96779,                0.94266,                0.97008,                0.64106,                 1.3287,                0.53519,                 1.0522,               0.001717,               0.001717,               0.001717
                    253,                0.52849,                0.27909,                0.80559,                0.97038,                0.94406,                0.97085,                0.64101,                 1.3284,                0.53721,                 1.0524,               0.001684,               0.001684,               0.001684
                    254,                0.52583,                0.27684,                0.80397,                0.96887,                0.94266,                0.97015,                0.64077,                 1.3285,                0.53629,                 1.0526,               0.001651,               0.001651,               0.001651
                    255,                0.52097,                0.27737,                0.80523,                0.97056,                0.94406,                0.97106,                0.64124,                 1.3284,                0.53732,                 1.0526,               0.001618,               0.001618,               0.001618
                    256,                0.51552,                0.27529,                0.80568,                0.97055,                0.94406,                0.97109,                0.64185,                 1.3271,                 0.5357,                 1.0522,               0.001585,               0.001585,               0.001585
                    257,                0.51784,                0.27644,                0.80595,                 0.9705,                0.94406,                0.97118,                0.64319,                 1.3269,                0.53597,                 1.0521,               0.001552,               0.001552,               0.001552
                    258,                0.51232,                0.27218,                0.80128,                0.97045,                0.94406,                0.97159,                0.64345,                 1.3269,                0.53663,                 1.0526,               0.001519,               0.001519,               0.001519
                    259,                0.51357,                0.27362,                0.80333,                0.96842,                0.94266,                0.97036,                0.64309,                 1.3264,                0.53758,                 1.0529,               0.001486,               0.001486,               0.001486
                    260,                0.51621,                0.27041,                0.80121,                0.96904,                0.94406,                0.97172,                0.64346,                 1.3256,                0.53694,                 1.0525,               0.001453,               0.001453,               0.001453
                    261,                0.50795,                 0.2697,                0.80237,                 0.9704,                0.94545,                0.97281,                0.64364,                 1.3263,                0.53801,                  1.053,                0.00142,                0.00142,                0.00142
                    262,                0.50796,                0.27078,                0.80069,                0.96871,                0.94406,                0.97141,                0.64301,                 1.3263,                0.53758,                 1.0534,               0.001387,               0.001387,               0.001387
                    263,                0.50455,                0.26928,                0.80356,                0.96706,                0.94431,                0.97137,                0.64298,                 1.3258,                0.53819,                 1.0535,               0.001354,               0.001354,               0.001354
                    264,                0.50735,                0.27021,                0.80157,                0.96706,                0.94434,                0.97143,                0.64325,                 1.3255,                0.53772,                 1.0541,               0.001321,               0.001321,               0.001321
                    265,                0.49993,                0.26354,                0.80262,                0.96849,                0.94585,                0.97286,                0.64301,                 1.3245,                0.53703,                 1.0542,               0.001288,               0.001288,               0.001288
                    266,                0.49349,                0.26499,                 0.7992,                 0.9628,                0.94965,                0.97166,                  0.642,                  1.324,                0.53902,                 1.0543,               0.001255,               0.001255,               0.001255
                    267,                0.49862,                0.26682,                0.80293,                0.96425,                0.95105,                0.97305,                0.64324,                 1.3246,                0.53786,                 1.0548,               0.001222,               0.001222,               0.001222
                    268,                0.48941,                0.25826,                0.80154,                0.96426,                0.95105,                0.97304,                0.64268,                 1.3242,                0.53631,                  1.055,               0.001189,               0.001189,               0.001189
                    269,                0.48842,                0.26062,                0.80005,                0.96285,                0.94965,                0.97163,                0.64247,                  1.324,                0.53676,                 1.0554,               0.001156,               0.001156,               0.001156
                    270,                0.48802,                0.26121,                 0.7988,                0.96149,                0.94965,                0.97171,                0.64292,                 1.3234,                0.53604,                 1.0557,               0.001123,               0.001123,               0.001123
                    271,                0.48726,                0.25857,                0.80211,                0.96427,                0.95105,                0.97311,                0.64275,                 1.3232,                0.53608,                  1.056,                0.00109,                0.00109,                0.00109
                    272,                0.48059,                0.25672,                 0.7996,                0.96427,                0.95105,                 0.9731,                0.64268,                  1.323,                0.53683,                 1.0561,               0.001057,               0.001057,               0.001057
                    273,                 0.4824,                0.25634,                 0.8007,                0.96428,                0.95105,                0.97323,                0.64392,                 1.3226,                 0.5375,                 1.0561,               0.001024,               0.001024,               0.001024
                    274,                0.48415,                0.25677,                0.80092,                0.96427,                0.95105,                0.97317,                0.64298,                 1.3226,                0.53537,                 1.0563,               0.000991,               0.000991,               0.000991
                    275,                0.47397,                0.25258,                0.79728,                0.96427,                0.95105,                0.97325,                0.64271,                 1.3215,                0.53528,                 1.0559,               0.000958,               0.000958,               0.000958
                    276,                0.47624,                0.25434,                0.79977,                0.96428,                0.95105,                0.97323,                0.64301,                  1.321,                0.53554,                  1.056,               0.000925,               0.000925,               0.000925
                    277,                0.47224,                0.25285,                0.79789,                0.96428,                0.95105,                0.97338,                0.64319,                 1.3205,                0.53426,                 1.0561,               0.000892,               0.000892,               0.000892
                    278,                0.46977,                0.25111,                0.79919,                0.96428,                0.95105,                0.97332,                0.64264,                 1.3195,                 0.5327,                 1.0561,               0.000859,               0.000859,               0.000859
                    279,                0.46687,                 0.2482,                0.79633,                0.96426,                0.95105,                0.97328,                 0.6428,                 1.3197,                0.53509,                 1.0562,               0.000826,               0.000826,               0.000826
                    280,                0.46663,                0.24863,                0.79612,                0.96568,                0.95245,                 0.9735,                0.64362,                 1.3192,                0.53426,                 1.0565,               0.000793,               0.000793,               0.000793
                    281,                0.46061,                0.24742,                0.79636,                0.96568,                0.95245,                0.97354,                0.64404,                  1.319,                0.53406,                 1.0565,                0.00076,                0.00076,                0.00076
                    282,                0.45931,                0.24874,                0.79458,                0.96424,                0.95105,                0.97208,                0.64423,                 1.3183,                0.53417,                 1.0565,               0.000727,               0.000727,               0.000727
                    283,                 0.4566,                0.24529,                0.79762,                0.96457,                0.95183,                 0.9721,                0.64451,                 1.3187,                0.53428,                  1.057,               0.000694,               0.000694,               0.000694
                    284,                0.45907,                0.24276,                0.79608,                0.96458,                0.95211,                0.97213,                0.64477,                 1.3187,                0.53528,                 1.0573,               0.000661,               0.000661,               0.000661
                    285,                0.45394,                0.24125,                 0.7953,                0.96459,                0.95235,                0.97217,                0.64417,                 1.3177,                0.53653,                  1.057,               0.000628,               0.000628,               0.000628
                    286,                0.44835,                0.24016,                0.79577,                0.96456,                0.95245,                0.97219,                0.64373,                 1.3181,                0.53619,                 1.0573,               0.000595,               0.000595,               0.000595
                    287,                0.45129,                0.24074,                0.79662,                 0.9645,                0.95245,                0.97226,                0.64457,                 1.3182,                0.53599,                 1.0576,               0.000562,               0.000562,               0.000562
                    288,                 0.4481,                0.23811,                0.79542,                0.96572,                0.95385,                0.97299,                0.64366,                 1.3169,                0.53623,                 1.0579,               0.000529,               0.000529,               0.000529
                    289,                0.44854,                0.24031,                 0.7963,                0.96418,                0.95245,                0.97227,                0.64394,                 1.3175,                 0.5355,                 1.0577,               0.000496,               0.000496,               0.000496
                    290,                0.44664,                0.23903,                0.79359,                0.96403,                0.95245,                0.97231,                0.64401,                 1.3166,                0.53525,                  1.058,               0.000463,               0.000463,               0.000463
                    291,                0.44495,                0.23925,                0.79553,                0.96401,                0.95245,                0.97235,                0.64392,                 1.3171,                0.53651,                 1.0583,                0.00043,                0.00043,                0.00043
                    292,                0.43482,                 0.2354,                0.79153,                0.96416,                0.95245,                0.97243,                0.64387,                 1.3165,                0.53733,                 1.0584,               0.000397,               0.000397,               0.000397
                    293,                0.44118,                0.23541,                0.79551,                0.96436,                0.95245,                0.97242,                0.64432,                 1.3165,                0.53763,                 1.0586,               0.000364,               0.000364,               0.000364
                    294,                0.43553,                 0.2337,                0.79395,                0.96458,                0.95222,                0.97252,                0.64412,                 1.3158,                0.53831,                 1.0587,               0.000331,               0.000331,               0.000331
                    295,                  0.432,                0.23199,                 0.7937,                0.96494,                0.95245,                0.97326,                0.64431,                 1.3152,                0.53862,                 1.0588,               0.000298,               0.000298,               0.000298
                    296,                0.43207,                0.23408,                0.79441,                0.96486,                0.95245,                0.97332,                0.64416,                 1.3155,                0.53886,                 1.0596,               0.000265,               0.000265,               0.000265
                    297,                0.42805,                 0.2311,                0.79257,                 0.9647,                0.95245,                0.97332,                0.64495,                 1.3148,                0.53814,                 1.0595,               0.000232,               0.000232,               0.000232
                    298,                 0.4284,                0.23048,                 0.7927,                0.96459,                0.95246,                0.97334,                0.64336,                 1.3159,                0.53859,                 1.0599,               0.000199,               0.000199,               0.000199
                    299,                0.42685,                0.22916,                0.79152,                0.96446,                0.95385,                0.97334,                0.64399,                  1.315,                0.53809,                 1.0602,               0.000166,               0.000166,               0.000166
